gene	total_expr_left (6OHDA+NDST3)	total_expr_right (6-OHDA)	expr_difference
Vrk2	5	9	-4
Wfikkn1	14	18	-4
Wnt2	4	8	-4
Yju2	16	20	-4
Zbp1	1	5	-4
Zbtb2	5	9	-4
Zfp11	15	19	-4
Zfp182	37	41	-4
Zfp418	21	25	-4
Zfp53	23	27	-4
Zfp563	25	29	-4
Zfp575	10	14	-4
Zfp846	8	12	-4
Zfp853	14	18	-4
Zfp870	14	18	-4
Zfp982	13	17	-4
Zkscan17	29	33	-4
Zw10	56	60	-4
1700019N19Rik	5	10	-5
1700037C18Rik	24	29	-5
4931423N10Rik	1	6	-5
9330182L06Rik	260	265	-5
Acaa1b	11	16	-5
Acss3	5	10	-5
Actg2	0	5	-5
Adamts6	5	10	-5
Aldh1a3	4	9	-5
Aldh1b1	40	45	-5
Alkbh1	59	64	-5
Alox12b	11	16	-5
Alpk2	12	17	-5
Angpt2	22	27	-5
Anxa1	16	21	-5
Aoc3	6	11	-5
Apold1	18	23	-5
Arhgap40	11	16	-5
Arhgef33	15	20	-5
Art3	7	12	-5
Asap3	52	57	-5
Asgr1	8	13	-5
Atp2a1	16	21	-5
Atp8b5	7	12	-5
B3gnt3	1	6	-5
B3gnt9	47	52	-5
BC025920	11	16	-5
Bdh2	27	32	-5
Bhlha15	3	8	-5
Birc5	10	15	-5
Btf3l4	5	10	-5
C1s2	10	15	-5
Capza1	45	50	-5
Casp4	6	11	-5
Ccdc110	0	5	-5
Ccdc14	3	8	-5
Ccn1	2	7	-5
Ccnc	48	53	-5
Cd22	0	5	-5
Cd55	18	23	-5
Cdca5	0	5	-5
Cdhr4	3	8	-5
Cenpi	2	7	-5
Cep97	35	40	-5
Cetn4	8	13	-5
Cfap99	10	15	-5
Cldn34c1	15	20	-5
Cngb1	0	5	-5
Colec12	13	18	-5
Crhr2	2	7	-5
Crtam	12	17	-5
Csf2rb2	1	6	-5
Cyp2c55	1	6	-5
Ddx28	21	26	-5
Dennd2d	6	11	-5
Depp1	3	8	-5
Dhx58	23	28	-5
Dmrtb1	15	20	-5
Dsn1	23	28	-5
Dusp13	1	6	-5
Espn	3	8	-5
Exd1	5	10	-5
F8	5	10	-5
Fam104a	1	6	-5
Fam111a	15	20	-5
Fam122b	12	17	-5
Fam205c	4	9	-5
Fam217a	2	7	-5
Fbn1	23	28	-5
Frem1	32	37	-5
Frem3	20	25	-5
G430095P16Rik	2	7	-5
Galnt13	20	25	-5
Gckr	19	24	-5
Gpbp1l1	1	6	-5
Gpr151	7	12	-5
Gpr25	6	11	-5
Grb7	7	12	-5
H2al1m	11	16	-5
Has3	9	14	-5
Hcar1	4	9	-5
Hck	12	17	-5
Hcrtr1	25	30	-5
Igdcc3	84	89	-5
Igf2bp2	1	6	-5
Igfn1	3	8	-5
Ighj1	8	13	-5
Inhba	2	7	-5
Ino80	5	10	-5
Insl6	6	11	-5
Itga2b	5	10	-5
Itgb3	45	50	-5
Itk	0	5	-5
Iyd	2	7	-5
Kcne3	1	6	-5
Kcnip4	13	18	-5
Las1l	38	43	-5
Lbx2	0	5	-5
Loxl1	9	14	-5
Lrrc56	21	26	-5
Ltb4r1	3	8	-5
Lvrn	0	5	-5
Ly6g6e	3	8	-5
Mab21l1	54	59	-5
Map4k2	130	135	-5
Meig1	9	14	-5
Mesp1	4	9	-5
Milr1	0	5	-5
Misp	13	18	-5
Ms4a6c	1	6	-5
Mtrf1l	40	45	-5
Mxra8	113	118	-5
Myb	12	17	-5
Myh7b	20	25	-5
Myl2	5	10	-5
Myo18b	32	37	-5
Ncapg	9	14	-5
Neb	0	5	-5
Neil2	2	7	-5
Nemp2	18	23	-5
Nkain3	27	32	-5
Npbwr1	15	20	-5
Nsdhl	60	65	-5
Nutf2	5	10	-5
Oas2	2	7	-5
Odf3b	39	44	-5
Opn1mw	3	8	-5
Osgin2	21	26	-5
Pbld2	23	28	-5
Pced1a	3	8	-5
Pde6g	8	13	-5
Pdp2	21	26	-5
Pgbd1	59	64	-5
Pigv	16	21	-5
Pla2g3	32	37	-5
Plac8l1	8	13	-5
Plcg1	18	23	-5
Plk1	4	9	-5
Ppara	40	45	-5
Ppp1r3b	16	21	-5
Proser3	56	61	-5
Psg16	24	29	-5
Pycr1	54	59	-5
Rgs1	0	5	-5
Rimbp3	4	9	-5
Riok2	21	26	-5
Rph3al	5	10	-5
Sdcbp2	14	19	-5
Sec14l3	0	5	-5
Selenov	6	11	-5
Sepsecs	9	14	-5
Sftpc	14	19	-5
Shisa2	8	13	-5
Slc15a3	2	7	-5
Slc26a10	3	8	-5
Slc26a6	70	75	-5
Slc38a9	12	17	-5
Slc4a11	7	12	-5
Smim38	4	9	-5
Snai1	27	32	-5
Socs6	66	71	-5
Sphk1	7	12	-5
Spink8	5	10	-5
Sptssb	88	93	-5
Srr	11	16	-5
Stox1	4	9	-5
Sult6b1	6	11	-5
Syde1	26	31	-5
Tas1r3	24	29	-5
Tbr1	1	6	-5
Tcaf2	12	17	-5
Tceanc	17	22	-5
Tdrd12	4	9	-5
Tedc2	72	77	-5
Tex45	2	7	-5
Tfr2	18	23	-5
Tgm6	0	5	-5
Timp1	0	5	-5
Tlr5	3	8	-5
Tmco5	3	8	-5
Tmem132c	247	252	-5
Tmem200a	84	89	-5
Tmem45a2	1	6	-5
Tmem97	68	73	-5
Tnfaip8l3	10	15	-5
Top2a	3	8	-5
Tpk1	6	11	-5
Treml1	0	5	-5
Tsga10ip	3	8	-5
Tsx	4	9	-5
Ttc25	26	31	-5
Ubn1	25	30	-5
Ulbp1	1	6	-5
Unc45b	0	5	-5
Urb2	54	59	-5
Wdr62	25	30	-5
Xdh	10	15	-5
Zbtb8b	17	22	-5
Zfp141	23	28	-5
Zfp184	8	13	-5
Zfp354b	18	23	-5
Zfp367	14	19	-5
Zfp369	41	46	-5
Zfp454	15	20	-5
Zfp558	20	25	-5
Zfp57	36	41	-5
Zfp850	17	22	-5
Zglp1	43	48	-5
0610040J01Rik	25	31	-6
1700010I14Rik	2	8	-6
1700019A02Rik	12	18	-6
4430402I18Rik	20	26	-6
A130010J15Rik	18	24	-6
A330070K13Rik	9	15	-6
Abca8a	28	34	-6
Acot5	1	7	-6
Adamts16	23	29	-6
Agbl3	6	12	-6
Ager	2	8	-6
Agmo	12	18	-6
Ankrd23	39	45	-6
Ankrd55	102	108	-6
Ankzf1	58	64	-6
Anxa9	19	25	-6
Aoc2	47	53	-6
Arhgap6	53	59	-6
Arl4d	25	31	-6
Armc2	21	27	-6
Atoh7	25	31	-6
Aurkb	1	7	-6
Bfsp1	18	24	-6
Blm	4	10	-6
Bmp4	4	10	-6
Caps2	1	7	-6
Casq2	12	18	-6
Cd14	0	6	-6
Cd3d	4	10	-6
Cd59b	14	20	-6
Cdca8	26	32	-6
Cdh22	55	61	-6
Cemip2	11	17	-6
Cenpc1	98	104	-6
Cenpl	3	9	-6
Cenpp	2	8	-6
Cfap69	105	111	-6
Cfb	6	12	-6
Chaf1b	11	17	-6
Chrna1	10	16	-6
Ciita	0	6	-6
Cldn2	0	6	-6
Clec10a	9	15	-6
Clec1a	6	12	-6
Col6a4	6	12	-6
Cpq	10	16	-6
Cstl1	27	33	-6
Ctbs	15	21	-6
Dleu7	36	42	-6
Dmp1	3	9	-6
Dmrtc1a	9	15	-6
Dnase1l2	67	73	-6
Dnase2a	14	20	-6
Dnmbp	5	11	-6
Dtx2	12	18	-6
Dus4l	34	40	-6
Dusp9	12	18	-6
E130114P18Rik	7	13	-6
En2	1	7	-6
Enpp1	53	59	-6
Erp44	9	15	-6
Esyt3	14	20	-6
F2rl2	0	6	-6
Fam78a	7	13	-6
Fam83e	4	10	-6
Fanci	2	8	-6
Fbxl14	4	10	-6
Fgd4	9	15	-6
Fkbp11	8	14	-6
Gdpgp1	21	27	-6
Gk5	18	24	-6
Glis1	9	15	-6
Glyctk	7	13	-6
Gnb3	6	12	-6
Gpr139	19	25	-6
Gpr160	3	9	-6
Gprc5c	26	32	-6
H2-DMb2	5	11	-6
H2-M5	12	18	-6
H2-Ob	1	7	-6
H2-T24	35	41	-6
Hhip	15	21	-6
Hist1h2ag	9	15	-6
Hs3st4	39	45	-6
Hsbp1l1	11	17	-6
Hyal3	16	22	-6
Icam4	6	12	-6
Il4i1	10	16	-6
Inca1	10	16	-6
Irs3	2	8	-6
Iws1	43	49	-6
Jchain	18	24	-6
Jph2	5	11	-6
Kcng2	5	11	-6
Kctd11	1	7	-6
Kctd15	62	68	-6
Kif15	4	10	-6
Klhl35	12	18	-6
Klhl38	4	10	-6
Klra2	14	20	-6
Kmo	1	7	-6
Lama5	46	52	-6
Layn	9	15	-6
Lfng	37	43	-6
Lgr5	1	7	-6
Llgl2	1	7	-6
Lpin3	1	7	-6
Lrrc2	26	32	-6
Ly9	1	7	-6
Mad2l1	7	13	-6
Map4k1	8	14	-6
Mcm4	96	102	-6
Mettl11b	0	6	-6
Mettl27	18	24	-6
Mfap4	4	10	-6
Mid1	21	27	-6
Mmp21	2	8	-6
Mob3a	17	23	-6
Mon1a	63	69	-6
Mpzl2	3	9	-6
Ms4a6b	9	15	-6
Msh5	6	12	-6
Msx1	2	8	-6
Msx2	3	9	-6
Mterf1a	13	19	-6
Mtm1	103	109	-6
Myc	38	44	-6
Myocd	2	8	-6
Myrfl	3	9	-6
Nanos3	16	22	-6
Ncapd3	41	47	-6
Ndufb4	5	11	-6
Ninl	9	15	-6
Nipsnap3b	60	66	-6
Nnt.1	3	9	-6
Notch3	15	21	-6
Nptx2	4	10	-6
Nsl1	9	15	-6
Obp2b	3	9	-6
Odaph	12	18	-6
Olfr317	2	8	-6
Ovol2	0	6	-6
Papln	5	11	-6
Pbld1	9	15	-6
Pbx4	12	18	-6
Pdzk1ip1	34	40	-6
Pex12	5	11	-6
Plaur	13	19	-6
Plcd3	27	33	-6
Plch1	27	33	-6
Plekha8	4	10	-6
Pole	11	17	-6
Polr3b	15	21	-6
Pou2f2	21	27	-6
Ppef2	5	11	-6
Ppp1r3g	6	12	-6
Prob1	2	8	-6
Prpf3	42	48	-6
Prrg4	7	13	-6
Psma8	3	9	-6
Ptcra	3	9	-6
Ptprh	28	34	-6
Pttg1	25	31	-6
Pus3	3	9	-6
Qpct	86	92	-6
Rad51d	157	163	-6
Rapgef6	59	65	-6
Rapsn	3	9	-6
Rbm47	6	12	-6
Rdh1	16	22	-6
Rep15	13	19	-6
Ripor3	3	9	-6
Rnf133	8	14	-6
Rnf135	61	67	-6
S1pr2	16	22	-6
Sap25	19	25	-6
Scml2	23	29	-6
Sec22a	7	13	-6
10-Sep	101	107	-6
Serinc2	8	14	-6
Serinc4	9	15	-6
Serpina1b	8	14	-6
Serpinb8	1	7	-6
Sh3tc2	44	50	-6
Shisal2b	1	7	-6
Siah2	30	36	-6
Ska2	42	48	-6
Slc22a6	19	25	-6
Slc2a12	45	51	-6
Slc2a4	12	18	-6
Slc2a9	7	13	-6
Slc35g1	18	24	-6
Slc38a11	6	12	-6
Slc7a7	13	19	-6
Smim9	2	8	-6
Sntb1	23	29	-6
Stap2	11	17	-6
Stx11	4	10	-6
Styx	37	43	-6
Sv2c	46	52	-6
Syndig1l	13	19	-6
Syt6	195	201	-6
Tarsl2	66	72	-6
Tbc1d8	41	47	-6
Tcp11	2	8	-6
Tex38	8	14	-6
Tgm1	2	8	-6
Tifab	22	28	-6
Tmem131l	11	17	-6
Tnfrsf14	2	8	-6
Tnfrsf17	8	14	-6
Tpsb2	0	6	-6
Trpv4	24	30	-6
Ttc14	31	37	-6
Tube1	3	9	-6
Tyms	3	9	-6
Unc13d	7	13	-6
Vegfd	81	87	-6
Wdpcp	69	75	-6
Wfdc3	8	14	-6
Wfikkn2	1	7	-6
Xkr4	16	22	-6
Xrcc3	42	48	-6
Zan	3	9	-6
Zbtb12	8	14	-6
Zfp398	13	19	-6
Zfp619	26	32	-6
Zfp784	29	35	-6
Zfp873	27	33	-6
1700064H15Rik	4	11	-7
1700066M21Rik	18	25	-7
6430628N08Rik	9	16	-7
Aaas	19	26	-7
Acad10	10	17	-7
Adora3	5	12	-7
AI429214	15	22	-7
Anln	41	48	-7
Aqp9	15	22	-7
Atad2b	5	12	-7
B3gntl1	23	30	-7
Baiap2l1	22	29	-7
Baz1a	1	8	-7
Bbs10	20	27	-7
Bcam	48	55	-7
Bco2	13	20	-7
Blmh	230	237	-7
Brca1	10	17	-7
C1qtnf2	10	17	-7
Carm1	100	107	-7
Casp1	10	17	-7
Ccdc122	14	21	-7
Ccdc125	5	12	-7
Ccdc39	1	8	-7
Cd274	33	40	-7
Cd48	3	10	-7
Cdhr3	8	15	-7
Cfap299	31	38	-7
Cip2a	18	25	-7
Cited4	29	36	-7
Cnga3	15	22	-7
Cnksr3	52	59	-7
Cnmd	12	19	-7
Cnot2	15	22	-7
Cntln	28	35	-7
Cntrl	31	38	-7
Cobll1	73	80	-7
Cox4i2	73	80	-7
Csmd3	45	52	-7
Csrp2	4	11	-7
Ctsf	90	97	-7
Cutal	4	11	-7
Dennd4c	24	31	-7
Depdc1b	24	31	-7
Dgcr2	23	30	-7
Dmkn	8	15	-7
Dnmt3b	4	11	-7
Drc7	11	18	-7
Dtx3l	4	11	-7
Dynlt1f	19	26	-7
Emcn	57	64	-7
Epsti1	22	29	-7
Eva1b	30	37	-7
Fam151a	0	7	-7
Fbxl8	18	25	-7
Fcrlb	32	39	-7
Fgf17	20	27	-7
Foxc1	4	11	-7
Fubp3	60	67	-7
Fzd10	20	27	-7
Gabrr2	10	17	-7
Gimap1	61	68	-7
Gimap5	7	14	-7
Ginm1	5	12	-7
Glra4	26	33	-7
Gm11549	5	12	-7
Gm20481	0	7	-7
Gm35315	4	11	-7
Grid2	218	225	-7
Grid2ip	26	33	-7
Hacd4	5	12	-7
Hapln1	26	33	-7
Hgfac	4	11	-7
Hnrnpr	17	24	-7
Hspb7	1	8	-7
Ifi47	9	16	-7
Il17ra	18	25	-7
Irak1bp1	14	21	-7
Irf6	3	10	-7
Isoc2b	31	38	-7
Kctd5	22	29	-7
Kif14	3	10	-7
Klf14	12	19	-7
Lama1	21	28	-7
Ldb3	34	41	-7
Lnp1	0	7	-7
Lrp2	2	9	-7
Map3k4	30	37	-7
Meis1	42	49	-7
Mettl8	31	38	-7
Mfsd7a	10	17	-7
Mlph	5	12	-7
Morc1	1	8	-7
Morc4	24	31	-7
Mrgprf	5	12	-7
Msrb3	10	17	-7
Mterf4	50	57	-7
Nagpa	12	19	-7
Nasp	33	40	-7
Nat1	40	47	-7
Neu3	81	88	-7
Nme6	21	28	-7
Nmi	27	34	-7
Nostrin	3	10	-7
Opn3	91	98	-7
Pawr	15	22	-7
Pcdhb13	35	42	-7
Pfkfb1	5	12	-7
Pi4k2b	9	16	-7
Piezo2	8	15	-7
Pilra	2	9	-7
Pirb	4	11	-7
Pla1a	3	10	-7
Plek2	13	20	-7
Pnpla7	11	18	-7
Poc1b	7	14	-7
Polr2c	22	29	-7
Prim1	9	16	-7
Prorp	28	35	-7
Ptpn22	14	21	-7
Rad18	52	59	-7
Rasl12	3	10	-7
Rec8	15	22	-7
Riiad1	116	123	-7
Rnf39	2	9	-7
Rrp36	45	52	-7
S100a3	5	12	-7
Sbspon	8	15	-7
Selenoo	47	54	-7
Sh2d6	9	16	-7
Sinhcaf	3	10	-7
Sla	4	11	-7
Slc13a5	4	11	-7
Slc22a1	5	12	-7
Slc22a15	206	213	-7
Slc2a10	5	12	-7
Slc9a7	51	58	-7
Smpdl3b	19	26	-7
Spag6	4	11	-7
Spin1	54	61	-7
St6gal2	48	55	-7
Strada	16	23	-7
Sycp2l	36	43	-7
T2	74	81	-7
Tafa4	61	68	-7
Tex26	5	12	-7
Tgm3	1	8	-7
Thap8	2	9	-7
Thbs1	84	91	-7
Thumpd1	43	50	-7
Tmem168	26	33	-7
Tmem170	48	55	-7
Tmem252	11	18	-7
Tmem255b	4	11	-7
Tmem52	1	8	-7
Tpx2	1	8	-7
Traj53	0	7	-7
Trex2	4	11	-7
Trim15	8	15	-7
Trmt12	67	74	-7
Tspear	14	21	-7
Ttc32	1	8	-7
Tuft1	44	51	-7
Txndc17	31	38	-7
Ubr2	20	27	-7
Usp51	4	11	-7
Vdr	2	9	-7
Vmn2r53	1	8	-7
Xrcc2	10	17	-7
Zfp579	54	61	-7
Zfp809	25	32	-7
Zfp810	33	40	-7
Zfp811	132	139	-7
Zkscan14	39	46	-7
1110002E22Rik	2	10	-8
1700012B09Rik	7	15	-8
1700093K21Rik	10	18	-8
2610008E11Rik	16	24	-8
9930104L06Rik	79	87	-8
Ada	36	44	-8
Adh1	1	9	-8
Adrb3	28	36	-8
Akr1c14	42	50	-8
Aldh1a2	13	21	-8
Ankdd1b	5	13	-8
Ankub1	4	12	-8
Apoc3	8	16	-8
Arx	25	33	-8
Asah1	20	28	-8
Asb4	40	48	-8
Atg9b	63	71	-8
Atp7b	17	25	-8
BC067074	17	25	-8
Bgn	12	20	-8
Bid	94	102	-8
Bmp8a	7	15	-8
Cabcoco1	4	12	-8
Calhm2	12	20	-8
Calu	84	92	-8
Casp6	15	23	-8
Cbl	62	70	-8
Ccdc154	1	9	-8
Ccdc42	4	12	-8
Ccdc88b	4	12	-8
Cd38	12	20	-8
Cd3e	1	9	-8
Cdc25b	7	15	-8
Cdc6	10	18	-8
Cdca3	24	32	-8
Cdh19	19	27	-8
Cenpj	13	21	-8
Chia1	4	12	-8
Ckap2l	2	10	-8
Cntnap2	1	9	-8
Col8a2	6	14	-8
Cpxm2	26	34	-8
Csf1	2	10	-8
Ctrl	34	42	-8
Cul4a	41	49	-8
Cyp11a1	7	15	-8
Cyp2d26	7	15	-8
Dapp1	9	17	-8
Ddx10	15	23	-8
Dera	11	19	-8
Dmpk	71	79	-8
Dna2	30	38	-8
Dnajc13	23	31	-8
Dnmt3l	5	13	-8
Dram1	21	29	-8
Efcab5	7	15	-8
Efcab9	15	23	-8
Egfl8	46	54	-8
Fadd	11	19	-8
Fancg	12	20	-8
Fbxl22	25	33	-8
Fbxo47	17	25	-8
Fcor	6	14	-8
Fhl4	11	19	-8
Fmo2	4	12	-8
Fpgt	27	35	-8
Fpr2	0	8	-8
Gask1a	120	128	-8
Gemin8	5	13	-8
Gjb1	91	99	-8
Gm13420	42	50	-8
Gm19684	1	9	-8
Gm4125	1	9	-8
Gm9925	11	19	-8
Got1l1	6	14	-8
Gpaa1	40	48	-8
Gpatch11	23	31	-8
Gpr65	4	12	-8
Gsn	50	58	-8
Gsx2	7	15	-8
Havcr2	2	10	-8
Hbq1b	5	13	-8
Hcls1	25	33	-8
Heatr1	7	15	-8
Hes7	10	18	-8
Hist1h3c	3	11	-8
Hist1h4c	13	21	-8
Il11	33	41	-8
Irx5	37	45	-8
Itpripl1	6	14	-8
Kank1	44	52	-8
Kazn	116	124	-8
Klhdc9	7	15	-8
Kremen2	9	17	-8
Lin28b	119	127	-8
Llph	113	121	-8
Lmod2	11	19	-8
Lrfn1	28	36	-8
Lrrc14b	17	25	-8
Lrrc38	20	28	-8
Lsmem1	14	22	-8
Lyzl4	7	15	-8
Mccc2	75	83	-8
Myo7a	2	10	-8
Nat2	2	10	-8
Nek6	18	26	-8
Nnmt	20	28	-8
Nog	43	51	-8
Npffr1	11	19	-8
Npr1	13	21	-8
Nr2e1	23	31	-8
Nt5dc1	9	17	-8
Nudt1	50	58	-8
Nwd2	85	93	-8
P2ry14	18	26	-8
Pabpc5	12	20	-8
Pcdhb10	14	22	-8
Pde5a	14	22	-8
Phka2	73	81	-8
Pkd2l1	14	22	-8
Ppp1r17	16	24	-8
Ppp6r2	53	61	-8
Prss38	1	9	-8
Ptafr	4	12	-8
Pycard	27	35	-8
Rassf2	12	20	-8
Rbm8a2	14	22	-8
Rd3l	5	13	-8
Rdh11	159	167	-8
Rgs5	8	16	-8
Rhoh	7	15	-8
Rpp40	5	13	-8
Scd4	0	8	-8
Sdk1	133	141	-8
Serpine1	6	14	-8
Setmar	4	12	-8
Sgcz	7	15	-8
Sh3bp2	26	34	-8
Slamf9	9	17	-8
Slc19a3	12	20	-8
Slc7a14	3	11	-8
Slc8b1	20	28	-8
Spef2	7	15	-8
Srp54a	6	14	-8
St8sia2	21	29	-8
Stag3	16	24	-8
Stc2	12	20	-8
Stk33	20	28	-8
Stt3a	77	85	-8
Susd1	4	12	-8
Suz12	26	34	-8
Tcf19	8	16	-8
Tefm	7	15	-8
Tgfbi	16	24	-8
Ticam2	6	14	-8
Traj39	2	10	-8
Trip6	39	47	-8
Tsku	6	14	-8
Usb1	60	68	-8
Ush1c	16	24	-8
Usp25	72	80	-8
Utp14b	58	66	-8
Zfp341	55	63	-8
Zfp442	11	19	-8
Zfp444	2	10	-8
Zfp469	27	35	-8
Zfp992	22	30	-8
Zic1	1229	1237	-8
Zkscan7	38	46	-8
Acot6	15	24	-9
Acta2	64	73	-9
Adrb2	5	14	-9
Aldh16a1	6	15	-9
Amn	117	126	-9
Ankle1	7	16	-9
Apex2	39	48	-9
Arhgef5	4	13	-9
Artn	8	17	-9
Asic3	7	16	-9
Asnsd1	29	38	-9
Atg9a	44	53	-9
Atp11b	17	26	-9
AU022751	34	43	-9
B3gat2	30	39	-9
C2cd4b	5	14	-9
Casp12	1	10	-9
Ccdc103	21	30	-9
Ccdc162	13	22	-9
Ccdc163	9	18	-9
Ccdc192	38	47	-9
Ccl9	9	18	-9
Cdca7l	25	34	-9
Cenpu	28	37	-9
Cenpx	254	263	-9
Cep78	47	56	-9
Cercam	118	127	-9
Cfap45	49	58	-9
Cfap47	6	15	-9
Chek1	29	38	-9
Clic3	5	14	-9
Col13a1	6	15	-9
Col24a1	25	34	-9
Crybb3	15	24	-9
Cysltr2	3	12	-9
Dhx16	102	111	-9
Efna4	10	19	-9
Ephb2	47	56	-9
Eqtn	9	18	-9
F2	8	17	-9
Fam184b	7	16	-9
Fam71d	21	30	-9
Fam83f	15	24	-9
Fcgr4	5	14	-9
Fgd2	13	22	-9
Fgf7	49	58	-9
Foxa1	90	99	-9
Frmpd2	5	14	-9
Gjb3	2	11	-9
Gli2	6	15	-9
Gm11992	17	26	-9
Gm45871	2	11	-9
Gm6034	10	19	-9
Gmppb	67	76	-9
Gpsm3	7	16	-9
Gpt2	211	220	-9
Gpx8	9	18	-9
Gramd2	34	43	-9
Gsto2	26	35	-9
Gzmm	1	10	-9
H2-M3	22	31	-9
Hcn3	25	34	-9
Hist3h2ba	12	21	-9
Hjurp	12	21	-9
Icam1	1	10	-9
Igsf9	12	21	-9
Impg2	16	25	-9
Itgb1bp2	17	26	-9
Itpr3	36	45	-9
Jak1	32	41	-9
Jakmip1	18	27	-9
Kank2	11	20	-9
Kcnab3	116	125	-9
Khdrbs1	39	48	-9
Kif19a	9	18	-9
Kif24	19	28	-9
Kitl	11	20	-9
Klhl13	231	240	-9
Klhl29	8	17	-9
L2hgdh	39	48	-9
Lage3	23	32	-9
Lrrc3b	73	82	-9
Lrrc74b	1	10	-9
Lrrk1	23	32	-9
Mael	2	11	-9
Map3k7cl	5	14	-9
Mfsd9	31	40	-9
Mmp28	6	15	-9
Mustn1	23	32	-9
Myh8	3	12	-9
Myl12a	132	141	-9
Myl4	59	68	-9
Nck2	30	39	-9
Ndor1	57	66	-9
Nphs1	3	12	-9
Nxph2	3	12	-9
Otof	14	23	-9
Otud3	31	40	-9
P2ry1	105	114	-9
Pcdhb11	35	44	-9
Pdk4	21	30	-9
Peli3	120	129	-9
Phf21b	30	39	-9
Pif1	3	12	-9
Pik3r5	34	43	-9
Pnldc1	29	38	-9
Pomt2	47	56	-9
Pou5f2	6	15	-9
Prkci	23	32	-9
Proser2	4	13	-9
Prrx2	7	16	-9
Pwp1	38	47	-9
Rab42	72	81	-9
Rad51ap1	3	12	-9
Rbpj	13	22	-9
Rbpjl	50	59	-9
Rft1	7	16	-9
Rhod	22	31	-9
Rtbdn	200	209	-9
Scarf2	8	17	-9
Sec24a	29	38	-9
Sgms2	20	29	-9
Slc22a18	12	21	-9
Slc25a45	26	35	-9
Smpd5	8	17	-9
Sox3	8	17	-9
Spry4	227	236	-9
Stra6	4	13	-9
Syne3	35	44	-9
Sypl2	23	32	-9
Tead2	16	25	-9
Tfcp2l1	3	12	-9
Tgds	13	22	-9
Tgif2	15	24	-9
Thap1	18	27	-9
Thoc1	14	23	-9
Tlr2	3	12	-9
Tmem69	15	24	-9
Tmem71	2	11	-9
Tmod4	16	25	-9
Tmprss5	12	21	-9
Tmprss7	15	24	-9
Tmprss9	25	34	-9
Tnfrsf10b	15	24	-9
Tnfrsf11a	56	65	-9
Tnfsf13	6	15	-9
Tnfsf9	58	67	-9
Tram2	21	30	-9
Trim63	2	11	-9
Trim68	24	33	-9
Trmo	12	21	-9
Urah	2	11	-9
Vash2	45	54	-9
Yars2	106	115	-9
Zfat	8	17	-9
Zfp273	10	19	-9
Zfp280d	79	88	-9
Zfp397	34	43	-9
Zfp449	95	104	-9
Zfp503	51	60	-9
Zfp617	49	58	-9
Zfp748	8	17	-9
Zfp879	12	21	-9
Zpbp	7	16	-9
2310039H08Rik	10	20	-10
4932438H23Rik	44	54	-10
4933405O20Rik	34	44	-10
5430403G16Rik	15	25	-10
Abhd15	10	20	-10
Acat3	9	19	-10
Accsl	7	17	-10
AI467606	19	29	-10
Akr1b8	11	21	-10
Alg13	24	34	-10
Alpl	62	72	-10
Amz1	88	98	-10
Angel1	26	36	-10
Aprt	15	25	-10
Aspa	80	90	-10
Asxl3	2	12	-10
Atr	22	32	-10
Barx2	45	55	-10
BC030500	17	27	-10
Bcl2l12	21	31	-10
Brwd3	20	30	-10
C2	14	24	-10
Cars	81	91	-10
Ccnd1	71	81	-10
Cdca2	2	12	-10
Cdk1	16	26	-10
Cenpq	22	32	-10
Clcf1	6	16	-10
Cox7c	21	31	-10
Cpt1b	53	63	-10
Crabp2	13	23	-10
Cyp2u1	43	53	-10
Cyp4f13	34	44	-10
Cyp4f15	15	25	-10
D130043K22Rik	6	16	-10
Dand5	104	114	-10
Dcc	43	53	-10
Ddx60	5	15	-10
Dgat2l6	5	15	-10
Dmc1	18	28	-10
Dnaaf2	20	30	-10
Dnajb13	7	17	-10
Dpyd	18	28	-10
Dsg2	9	19	-10
E2f1	41	51	-10
Echdc3	10	20	-10
Edaradd	20	30	-10
Elf1	57	67	-10
Emx2	3	13	-10
Etfdh	96	106	-10
Fam129c	4	14	-10
Fancd2os	0	10	-10
Farp1	10	20	-10
Fcgr2b	3	13	-10
Gchfr	12	22	-10
Gfpt1	32	42	-10
Gga2	97	107	-10
Gja6	20	30	-10
Gm10337	22	32	-10
Gm45623	14	24	-10
Gm960	3	13	-10
Gpr68	11	21	-10
Gpr84	5	15	-10
Grk3	49	59	-10
H3f3a	47	57	-10
Hcst	12	22	-10
Heatr4	2	12	-10
Hilpda	28	38	-10
Hist1h2be	12	22	-10
Hk3	22	32	-10
Ier3	273	283	-10
Iffo2	128	138	-10
Ifi35	24	34	-10
Igfbp4	281	291	-10
Il2rg	13	23	-10
Irf8	21	31	-10
Irgm2	15	25	-10
Irx2	66	76	-10
Jmjd7	64	74	-10
Kcnt1	241	251	-10
Kif27	9	19	-10
Kif9	30	40	-10
Kl	5	15	-10
Knstrn	14	24	-10
Kptn	8	18	-10
Lama3	59	69	-10
Lama4	18	28	-10
Large2	11	21	-10
Lcp2	24	34	-10
Lpar2	18	28	-10
Lrrn4	14	24	-10
Lrrn4cl	1	11	-10
Masp2	7	17	-10
Mss51	7	17	-10
Ncapd2	80	90	-10
Nsun7	29	39	-10
Nudt17	47	57	-10
Opa1	68	78	-10
Parp14	13	23	-10
Pcdhb7	67	77	-10
Pcsk4	8	18	-10
Pdgfrl	6	16	-10
Pf4	10	20	-10
Pigw	21	31	-10
